Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Title 2,Title 2 Length,Title 2 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H2-1,H2-1 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
http://www.synopsys.com/Support/,text/html; charset=UTF-8,302,Moved Temporarily,,0,0,,0,0,,0,0,,0,,0,,0,,,,173,0,0,0,1,0,,0.393,,http://www.synopsys.com/Support/Pages/default.aspx
http://www.synopsys.com/Support/Pages/default.aspx,text/html; charset=utf-8,200,OK,Synopsys Support,16,146,,0,0,"Synopsys delivers the essential expertise and personal attention required to get the most from your tool investment, help keep your project on schedule, and accelerate your proficiency and productivity with Synopsys technology.",227,1323,,0,Support ,8,,0,,,,76743,874,1,246,219,40,ec74e1d54506bf09180b794ebca72473,0.723,"Fri, 08 Jul 2016 12:17:01 GMT",
http://www.synopsys.com/Prototyping/ArchitectureDesign/Pages/default.aspx,text/html; charset=utf-8,200,OK,Synopsys Embedded Systems Architecture Design for SoC and Multicore Architectures,81,695,,0,0,"The Synopsys Architecture Design solution includes the Platform Architect tool, TLM models, and CoStart Enablment Services.",123,741,"platform architect, architecture design, , Architecture Design Models, Architect tools, SoC architectures, CoStart",114,Architecture Design ,20,,0,,,,88668,1150,2,189,253,56,cc7934f16fc9dcbc691935d4fa71fb3b,2.202,"Fri, 08 Jul 2016 12:17:04 GMT",
http://www.synopsys.com/Services/CoreOptimization/Pages/default.aspx,text/html; charset=utf-8,200,OK,"CPU, GPU Core Optimization and Implementation Ð Synopsys Professional Services",78,674,,0,0,"Synopsys Professional Services helps to optimize your processor core for high performance, optimized power and area whether itÕs a CPU, GPU, ASIC or IP block application.
",172,1022,"processor optimization, core optimization, cpu optimization, gpu optimization, cpu core implementation, processor cores, asic design, ip integration, ip blocks, synopsys professional services, core hardening, design flow implementation.",236,Core Optimization ,18,,0,,,,83675,1383,2,187,260,51,997d929a98387b8351d3b1c5d5b1f8ad,2.976,"Fri, 08 Jul 2016 12:17:05 GMT",
http://www.synopsys.com/Prototyping/Saber/Pages/WireHarness.aspx,text/html; charset=utf-8,200,OK,Saber for Wire Harness Design & Simulation,42,355,,0,0,"Saber Harness provides proven design and verification capabilities in conjunction with the Saber Simulator to create correct-by-design wire harnesses. Designers can create schematic drawings and connectivity diagrams, export component and wire data, etc.",254,1494,"saber, robust design, Wire Harness Design , 3D CAD tools, MCAD tools",68,Saber for Wire Harness ,23,,0,,,,84314,1109,2,186,271,36,a1c8050a3798ecc9cbe77cb6ecc37402,1.714,"Fri, 08 Jul 2016 12:17:06 GMT",
http://www.synopsys.com/Company/PressRoom/Pages/PressContacts.aspx,text/html; charset=utf-8,200,OK,Press Contacts,14,122,,0,0,,0,0,,0,Worldwide Press Relations Contact List ,39,,0,,,,74919,774,2,187,237,44,697077474e3bf24028cfd8b0998f2159,2.077,"Fri, 08 Jul 2016 12:17:08 GMT",
http://www.synopsys.com/software/industries/Pages/industrial-control-systems.aspx,text/html; charset=utf-8,200,OK,Industrial Control Systems,26,210,,0,0,Industrial Control Systems (ICS) have always been required to meet highest industry standards for safety and robustness due to their role in driving mission-critical systems.,174,1002,,0,Software Integrity Solutions for Industrial Control Systems ,60,,0,,,,77282,759,2,176,215,34,b8f0437a2e957a46429b19cba2dba4db,0.624,"Fri, 08 Jul 2016 12:17:10 GMT",
http://www.synopsys.com/IP/ProcessorIP/ev-processors/Pages/default.aspx,text/html; charset=utf-8,200,OK,DesignWare EV Family of Vision Processors,41,355,,0,0,DesignWare EV Family of Vision Processors,41,260,"analog front end, Video AFE, Video DAC, audio adc, stereo dac, stereo codec, pipeline adc, sigma delta adc, current steering, adc ip, dac ip, audio stereo dac, oversampling adc, audio codec ip",192,DesignWare EV Processors for Embedded Vision ,45,,0,,,,99149,1516,2,188,261,61,4f157f5327360c2cda3420a8089a4f6e,8.861,"Fri, 08 Jul 2016 12:17:02 GMT",
http://www.synopsys.com/IP/SRAMandLibraries/nvm/Pages/default.aspx,text/html; charset=utf-8,200,OK,Non-Volatile Memory (NVM) IP - Synopsys Designware,50,441,,0,0,"Synopsys DesignWare NVM IP provides multiple time programmable MTP non-volatile memory supporting up to 16-kbits in CMOS processes. The NVM IP delivers reliability up to 1,000,000 write cycle endurance, up to 150¼C operation, & ultra-low power consumption",255,1546,"nvm ip, non volatile memory ip, embedded nvm memory, mtp rfid, nfc, ftp trim, multiple time programmable nvm ip",111,DesignWare Non-Volatile Memory IP ,34,,0,,,,105523,1653,2,191,276,65,7d84b308f6743ab37f3b3f7aeb0cc807,8.689,"Fri, 08 Jul 2016 12:17:03 GMT",
http://www.synopsys.com/Tools/Verification/FunctionalVerification/Pages/default.aspx,text/html; charset=utf-8,200,OK,Functional Verification - RTL Verification - Synopsys,53,415,,0,0,Synopsys high-performance functional verification products help engineers find design bugs faster and achieve timely coverage convergence to create high quality designs.,169,993,"RTL verification , Verification IP, MVSIM, MVRC,  Magellan, VCS",63,Functional Verification ,24,,0,,,,111355,1508,2,189,301,69,32c401c07e2020297bc02cee069064e3,3.239,"Fri, 08 Jul 2016 12:17:08 GMT",
http://www.synopsys.com/IP/market-segments/automotive/Pages/default.aspx,text/html; charset=utf-8,200,OK,DesignWare IP for Automotive Applications,41,344,,0,0,"Synopsys' automotive IP offers ASIL B Ready certification, AEC-Q100 testing and TS 16949 quality management to help designers accelerate the qualification processes for their Advance Driver Assistance Systems (ADAS), in-vehicle infotainment SoCs, and MCUs.",256,1546,"analog front end, Video AFE, Video DAC, audio adc, stereo dac, stereo codec, pipeline adc, sigma delta adc, current steering, adc ip, dac ip, audio stereo dac, oversampling adc, audio codec ip",192,DesignWare IP for Automotive Applications ,42,,0,,,,99911,1333,2,185,258,66,d2ac684fffbbc243208dd5e7b861a32a,9.736,"Fri, 08 Jul 2016 12:17:02 GMT",
http://www.synopsys.com/IP/ip-accelerated/Pages/ip-virtual-development-kits.aspx,text/html; charset=utf-8,200,OK,DesignWare IP Virtual Development Kits,38,323,,0,0,,0,0,,0,DesignWare IP Virtualizer Development Kits ,43,,0,,,,96119,1400,2,378,253,65,156be591f06d020ffc9328e8f06c98d9,10.438,"Fri, 08 Jul 2016 12:17:03 GMT",
http://www.synopsys.com/Community/UniversityProgram/Pages/Curriculum.aspx,text/html; charset=utf-8,200,OK,Curriculum,10,87,,0,0,,0,0,,0,Curriculum ,11,,0,,,,85831,1661,2,178,235,32,18c5d3038abe5dfead5c2dcabb48772,0.79,"Fri, 08 Jul 2016 12:17:12 GMT",
