Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
https://get.slack.help/,text/html; charset=UTF-8,301,Moved Permanently,,0,0,,0,0,,0,,0,,0,,0,,0,,,,91,0,0,0,1,0,,0.307,,https://get.slack.help/hc
https://get.slack.help/hc,text/html; charset=utf-8,301,Moved Permanently,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,0,1,1153,1,0,,0.322,,https://get.slack.help/hc/en-us
https://get.slack.help/hc/en-us,text/html; charset=utf-8,200,OK,Slack Help Center,17,145,,0,0,,0,,0,,0,Hi. How can we help?,20,Using Slack,11,,,https://get.slack.help/hc/en-us,15695,385,2,286,33,6,2ddda37283648ebaf6b23e41b86ef843,0.416,,
https://get.slack.help/hc/en-us/articles/218080037-Getting-started-for-new-users,text/html; charset=utf-8,200,OK,Getting started for new users – Slack Help Center,49,395,Welcome aboard! _ We've put together this guide to help you get started and make Slack work for you.       Takeaways    Download our apps...,141,833,,0, ,1,Getting started for new users,29,,0,,0,,,https://get.slack.help/hc/en-us/articles/218080037-Getting-started-for-new-users,29608,1616,3,45,49,13,edfe162aa1d0f8f74e61b05b0fb1310e,0.467,"Mon, 27 Jun 2016 10:12:10 GMT",
https://get.slack.help/hc/articles/213817348-Slack-glossary,text/html; charset=utf-8,301,Moved Permanently,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,0,3,288,1,0,,1.109,,https://get.slack.help/hc/en-us/articles/213817348-Slack-glossary
https://get.slack.help/hc/en-us/articles/201330736-Uploading-and-sharing-files,text/html; charset=utf-8,200,OK,Uploading and sharing files – Slack Help Center,47,381,"Slack has a simple, built-in way to upload and share files with your team members.  Upload a file  There are several easy ways to upload...",139,805,,0, ,1,Uploading and sharing files,27,,0,,0,,,https://get.slack.help/hc/en-us/articles/201330736-Uploading-and-sharing-files,21874,900,3,27,29,6,b2360eb0afca42b9b8dceef56a0a85b3,1.248,"Mon, 13 Jun 2016 17:05:08 GMT",
https://get.slack.help/hc/en-us/articles/204092246-Editing-your-profile,text/html; charset=utf-8,200,OK,Editing your profile – Slack Help Center,40,313,"Completing your Slack profile helps your team members learn more about you. Here's how to add details about yourself, upload a photo, and...",140,824,,0, ,1,Editing your profile,20,,0,,0,,,https://get.slack.help/hc/en-us/articles/204092246-Editing-your-profile,23452,899,3,28,25,8,a501e7dbecdd7d382af4ba8a6954160b,1.303,"Mon, 04 Jul 2016 10:44:56 GMT",
https://get.slack.help/hc/en-us/articles/202288908-Formatting-your-messages,text/html; charset=utf-8,200,OK,Formatting your messages – Slack Help Center,44,377,Adding text formatting to your Slack messages is easy! Here's a handy selection of formatting options:  Emphasis  To emphasize words or...,138,817,,0, ,1,Formatting your messages,24,Markdown: a note,16,,0,,,https://get.slack.help/hc/en-us/articles/202288908-Formatting-your-messages,19436,664,3,90,26,7,f8f21a71469156f4d51da348dff4e2e,0.462,"Mon, 04 Jul 2016 07:06:30 GMT",
https://get.slack.help/hc/en-us/articles/201402297-Creating-a-channel,text/html; charset=utf-8,200,OK,Creating a channel – Slack Help Center,38,315,Slack channels are where the majority of your team’s conversations and daily work can take place. You can create as many channels as you...,139,830,,0, ,1,Creating a channel,18,,0,,0,,,https://get.slack.help/hc/en-us/articles/201402297-Creating-a-channel,21376,774,4,23,24,7,971fa542af5d1db09c784c6393b82ae3,0.438,"Fri, 24 Jun 2016 23:27:40 GMT",
https://get.slack.help/hc/en-us/articles/218395808-Changing-your-team-plan,text/html; charset=utf-8,200,OK,Changing your team plan – Slack Help Center,43,365,Switching your plan or billing frequency  Owners can change their team's plan at any time by heading to the Billing Overview tab. Here’s...,139,797,,0, ,1,Changing your team plan,23,,0,,0,,,https://get.slack.help/hc/en-us/articles/218395808-Changing-your-team-plan,19895,676,4,19,24,8,cc4a7429b1debd77763e566e88b1c5e9,0.473,"Mon, 25 Apr 2016 17:42:52 GMT",
https://get.slack.help/hc/en-us/articles/205875058,text/html; charset=utf-8,200,OK,Sharing Google Drive files in Slack – Slack Help Center,55,441,"Google Drive lets you store files securely online, access them from anywhere, and collaborate with others.  With the Google Drive app,...",137,792,,0, ,1,Sharing Google Drive files in Slack,35,Setting up the Google Drive app,31,,0,,,https://get.slack.help/hc/en-us/articles/205875058-Sharing-Google-Drive-files-in-Slack,19032,682,4,5,24,8,ac9f78869072351c82c168632af87cf9,0.522,"Thu, 30 Jun 2016 14:51:49 GMT",
https://get.slack.help/hc/en-us/articles/202878523-Starting-a-free-trial,text/html; charset=utf-8,200,OK,Starting a free trial – Slack Help Center,41,311,Curious to try out Slack's Standard plan? Most teams on the Free plan are welcome to a free trial. You can find out if your team’s...,133,760,,0, ,1,Starting a free trial,21,,0,,0,,,https://get.slack.help/hc/en-us/articles/202878523-Starting-a-free-trial,21323,968,5,12,26,12,cec66445f5749ba0102ded8ca0824f3,0.444,"Wed, 06 Jul 2016 14:27:06 GMT",
