Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
http://help.trello.com/,text/html; charset=utf-8,200,OK,Trello Help,11,87,,0,0,,0,,0,,0,Contact Us,10,,0,,,http://help.trello.com/,23606,68,0,171,14,2,3dd43c23333a2ee152b3a9adf51cbff0,0.613,,
http://help.trello.com/category/696-category,text/html; charset=utf-8,200,OK,My Trello Account - Trello Help,31,247,,0,0,,0,My Trello Account,17,,0,Contact Us,10,,0,,,http://help.trello.com/category/696-category,35159,120,1,170,27,2,a5890bf4f8b2523dbef306ae9762af4b,0.278,,
http://help.trello.com/article/723-security-backup-data,text/html; charset=utf-8,200,OK,"Security, Backup, and Data - Trello Help",40,321,"Trello Security, Backups and Data This page has moved! Please visit https://www.trello.com/security for more information.",121,711,,0,"Security, Backup, and Data",26,,0,"Trello Security, Backups and Data",33,Contact Us,10,,,http://help.trello.com/article/723-security-backup-data,33011,71,2,2,14,3,b14fd5b162e0393f308e397812ea8a15,0.278,,
http://help.trello.com/category/701-category,text/html; charset=utf-8,200,OK,Troubleshooting - Trello Help,29,232,,0,0,,0,Troubleshooting,15,,0,Contact Us,10,,0,,,http://help.trello.com/category/701-category,35111,127,1,170,25,2,4f204dad1b4c2d5a22d0f91f974ddafe,0.639,,
http://help.trello.com/article/766-logging-out-of-trello,text/html; charset=utf-8,200,OK,Logging out of Trello - Trello Help,35,267,"To log out of your current Trello session in the web browser, click on your avatar in the top right corner and choose ""Log Out"" from the bottom of the menu.   L",160,915,,0,Logging out of Trello,21,,0,Logging out of remote Trello sessions,37,Contact Us,10,,,http://help.trello.com/article/766-logging-out-of-trello,33700,145,2,2,14,3,29d4f988e88edd0568cfed69544d80cb,0.308,,
http://help.trello.com/article/776-reporting-trello-android-bugs,text/html; charset=utf-8,200,OK,Reporting Trello Android Bugs - Trello Help,43,344,"You want Trello on Android to be awesome. So do we! Although we strive to make Trello as polished as possible, sometimes there are bugs. A bug means ""something ",160,969,,0,Reporting Trello Android Bugs,29,,0,Explore Known Issues,20,Submit A Bug Report,19,,,http://help.trello.com/article/776-reporting-trello-android-bugs,34001,185,2,3,14,3,1fd1cc6b19ba88b264134967d5fcef5b,0.333,,
http://help.trello.com/article/749-deleting-your-trello-account,text/html; charset=utf-8,200,OK,Deleting your Trello account - Trello Help,42,327,"You can easily delete your Trello account by visiting https://trello.com/your/account and clicking the ""Delete this account?"" link at the bottom of the page. Tr",160,906,,0,Deleting your Trello account,28,,0,Admins of Boards and Teams,26,Contact Us,10,,,http://help.trello.com/article/749-deleting-your-trello-account,33976,237,2,3,14,3,113f12f3cdc28d0348b390e4c32e9b97,0.507,,
http://help.trello.com/article/771-loading-resources-from-trellos-cdn,text/html; charset=utf-8,200,OK,Loading resources from Trello's CDN - Trello Help,49,398,Trello uses a third party service called a Content Delivery Network (CDN) to make Trello faster. A CDN is used to deliver files to you that are closer to your g,160,907,,0,Loading resources from Trello's CDN,35,,0,Contact Us,10,,0,,,http://help.trello.com/article/771-loading-resources-from-trellos-cdn,34432,226,2,2,14,5,b05e4b7ad3a6003ed8f32da1ea661313,0.283,,
http://help.trello.com/article/783-recovering-the-description-of-a-card-that-has-been-changed,text/html; charset=utf-8,200,OK,Recovering the description of a card that has been changed - Trello Help,72,579,"If someone changes the description of a card, it may appear that the entire description has been deleted. However, Trello tracks these changes in the background",160,937,,0,Recovering the description of a card that has been changed,58,,0,Instructions,12,Additional Technical Explanation,32,,,http://help.trello.com/article/783-recovering-the-description-of-a-card-that-has-been-changed,35842,364,2,2,15,8,4a78fd72b732c5fa2bb3c1c6791e4a4d,0.318,,
http://help.trello.com/article/712-privacy,text/html; charset=utf-8,200,OK,Privacy - Trello Help,21,162,Trello Privacy Policy The official Trello privacy policy is available at at http://www.trello.com/privacy. We adhere to the principles of the Safe Harbor Framew,160,905,,0,Privacy,7,,0,Trello Privacy Policy,21,Public Data vs Private Data in Trello,37,,,http://help.trello.com/article/712-privacy,33992,232,2,2,14,4,5c9e783674f4e6ff028380b342e1fe00,0.312,,
http://help.trello.com/category/1047-trello-enterprise,text/html; charset=utf-8,200,OK,Trello Enterprise - Trello Help,31,235,,0,0,,0,Trello Enterprise,17,,0,Contact Us,10,,0,,,http://help.trello.com/category/1047-trello-enterprise,33097,59,1,170,15,2,c13b8f6d16b97ef224ce36226c074748,0.533,,
http://help.trello.com/category/694-category,text/html; charset=utf-8,200,OK,Getting Started - Trello Help,29,224,,0,0,,0,Getting Started,15,,0,Contact Us,10,,0,,,http://help.trello.com/category/694-category,34037,88,1,170,21,2,df0e6c648d1b2c6d755f7b753d3d13b3,0.267,,
http://help.trello.com/article/924-making-sense-of-trellos-json-export,text/html; charset=utf-8,200,OK,Making sense of Trello's JSON export - Trello Help,50,404,Trello's  export tools offer the option to export your data as JavaScript Object Notation (JSON). JSON is primarily intended as a data format that machines can ,160,923,,0,Making sense of Trello's JSON export,36,,0,Viewing JSON in the browser,27,One-to-many data structures,27,,,http://help.trello.com/article/924-making-sense-of-trellos-json-export,39041,683,3,8,17,13,94f7009f7892295845bc2db55d5869b3,0.342,,
